upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-1512	techotaku39	b14c4f702832186583c3b7e4d48b01999da77268	defer	merge-unknown	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1511	heavygee	e905d633b9c583b14d4a06bae25d5baea37df701	defer	draft	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1468	swear01	2936e0f780032eea5d6eb86173b47b3694369d22	defer	merge-unknown	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1451	swear01	8921610632f477c985d36efedaae16d8e2cb9fb0	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1447	wu736139669	19daba6f54b3bc99d4645dd3be25cdc6d2be7b4b	defer	ready	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1443	wu736139669	1888de0e1e3fd9ae84001d49e56e8d607b4b67f8	defer	merge-dirty	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1436	swear01	155ec33a04b8b748279f0495ed0bd7518c98eee3	defer	merge-unknown	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1429	wu736139669	5d3f41bb10bb22e7186d1abc0fc45e5659be479d	defer	ready	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1424	heavygee	8cf9e0d17c7e50dc842cf9294d16bc9c4ab9d856	defer	merge-dirty	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1422	techotaku39	825d3a6e95ccec7896bc45782e906fe3201b1b1a	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1421	swear01	b8024da4a89f1ec2e0e3cebf5f522e152cad15c0	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1419	swear01	cb64200637941ed429855a82ffcf2db977610416	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1418	swear01	dd0d0331e4af8282d5e756ecc894b05ca23e2b59	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1414	techotaku39	53c1f9669caedc37aa0daa44cbfd3b6a2379e0a3	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1361	Himehane	d59a9ec6a753f0485817b8d7f65fac4a2a6d6ee7	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1360	wu736139669	b9c9975ae1afa1455385fdd69509c3f8c169c728	defer	ready	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1351	yin1245	feb70174798df546512ebd9096768c94ddead945	defer	merge-unknown	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1309	techotaku39	01a98c4efd4ddcfb0b8278c936ddd346f7e30936	defer	draft	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1257	hqhq1025	6957978424f74209dca9295699137179282e80ad	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1242	hqhq1025	2c7a46f98f49a23e638f5188a6960ddc937cade3	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1212	hqhq1025	93d8678da8535c3a812e166f43961c1c4ff50f92	defer	merge-unknown	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1193	mimoren	999f1d1170d382cc4fd5e5fdf6e0a6ab4a0bf65f	defer	draft	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1189	tiann	5f949783ad2123d865d758a921681245683f899d	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1188	tiann	1f23f857e4173a25f969879ef139487ec1c9955e	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1163	heavygee	3f1ecf92a7e70136e7a804b485b989a610f2bd7f	defer	ready	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1158	techotaku39	b00e39794e707d3bdbd6ab1029b5a6576b3cf985	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1126	GoldenZqqq	31ce48080df1a62150e9fe7e0a86fde511ef3cc2	defer	merge-dirty	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1099	NPUlrk	91116cd9089107625d95ae2bc99fa615ef87d6a6	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1093	techotaku39	b2cbe6cc1a41f114de12371103382c55ba9efb86	drop	merge-unknown	review	review	-	review-large	review	operator ruling remains: do not restore assistant response navigation (#1093).
pr-1092	zulinliu	4427e6e08b2fed4429c793af2841f7f47fb70bac	defer	merge-unknown	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1091	zulinliu	0cf0d70310e9c58c5a41509793260a003822a9b4	drop	merge-unknown	review	review	-	review-huge	review	operator ruling remains: do not restore managed agent API profiles (#1091).
pr-1059	Arnie97	37deeeba5263ceb402429c069e911eac96eb406e	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-1054	DullJZ	9cbe9b1fa24edec152bb610e0b1049930c723432	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-987	heavygee	3df619d38431329030e6f3d5aa5fe76c9b7e46c7	defer	ready	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-975	KorenKrita	344c6009b53e20829978e44367fa50b5870986fe	defer	merge-unknown	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-945	heavygee	4bb7c7e0e75475b4c2d6c8a3d2414272bcd3c1ec	defer	ready	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-942	dzshzx	f1f93474f042381818f0d605b1d64b3fb42cb02b	defer	merge-unknown	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-847	heavygee	ad2210cef9551f35570a855289247e99e8d56bc9	defer	ready	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-663	SpartaGeorge	5dbf6d406a6bb8507dc07598ba2aecc8cd98ee0f	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-658	yrom	f7d8ca3ea0f8ae47245443ce2c0cfec612263e62	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-553	wzxjohn	6e3da463f4fb213afc6a95d3005232e647f39ec6	defer	merge-dirty	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-536	dsus4wang	1de72788e93c6aae6511a5af8bb05bda631093c0	defer	merge-unknown	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-535	dsus4wang	abcf3a4bff8b685a70ceeb77008f4f217b43b67c	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-518	duxiaoxiong	72cceea333addd3a8b39948b722750056433d39b	defer	draft	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-490	tehao999	745acf545461ad7f8c615ebd178f3a15df869fb2	defer	draft	review	review	-	review-huge	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-484	YiwenZhu77	641a01266de65d4944ec5c609a40c717cd41662a	defer	merge-unknown	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-394	koenzhao	fb5f201ec230e0b7abdc15dcf26483d67a56a1be	defer	merge-unknown	review	review	-	review	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-325	MrHeB	c12df55ff52d2544ff40f313b702b24dc0732cf8	defer	merge-unknown	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
pr-312	just4zeroq	572d489bbd359fe1ca9b4eb96a852804e42e69ac	defer	merge-dirty	review	review	-	review-large	review	Not selected for this fixed official-v0.29.0 maintenance release; current open head is not replayed.
