# upstream_sha=980a921ba15665c54998a6ddb658103d467ff4cb
# previous_origin_main=afe4c1f069e705137d93f203dd29be1833aedda1
# expected_source_tree=b2fc07eadff954204906bb5ecd317c641367ace6
0024-pr-1666.patch	carry	pr-1666	e32370634d51ec93a8caf5d5ca278f0bba98eb73
0025-pr-1671.patch	carry	pr-1671	a5635e594e340cc950511c2567245401fe7ecfa3
0026-pr-1678.patch	carry	pr-1678	c4c28624db1da06f27bee573d83201692ab7c778
0027-pr-1679.patch	carry	pr-1679	4db160525bb65016758f333a6969d29888a5cc47
0028-pr-1683.patch	carry	pr-1683	08fa9726e8d0dce5a5a263987fb54cb2ce649d21
0029-pr-1685.patch	carry	pr-1685	283e3153e380b0b7cfb4234060bee462115d89f8
0030-pr-1715.patch	carry	pr-1715	bfbde726b9e5dcb9f5f6ad18ce666419135405ae
0031-pr-1694.patch	carry	pr-1694	ec7f502fbdeaf4ebe2a2e72df43dbe4271b56c4a
0032-pr-1702.patch	carry	pr-1702	af8667d9a94f1f0c112920bf2360c7d70e7e3496
0033-pr-1707.patch	carry	pr-1707	710c01c2ae2ff631d41b48c9ad74fb9687b6149a
0034-pr-1720.patch	carry	pr-1720	3d7fdb1cada8c896a4104a77c57f4762778b9f94
0035-pr-1721.patch	carry	pr-1721	02840df43b4f07bbb8ce60ea55264199287dd295
0036-release-metadata.patch	regenerate	release	-
