upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-1257	hqhq1025	6957978424f74209dca9295699137179282e80ad	defer	ready	review	findings	-	review	review	not in this release; findings or status below ready: additions=287,deletions=9,files=2
pr-1242	hqhq1025	2c7a46f98f49a23e638f5188a6960ddc937cade3	defer	merge-dirty	review	review	-	review	review	not in this release: additions=326,deletions=64,files=11
pr-1212	hqhq1025	93d8678da8535c3a812e166f43961c1c4ff50f92	defer	merge-dirty	review	review	-	review-large	review	not in this release: additions=1224,deletions=7,files=21
pr-1193	mrrnb	999f1d1170d382cc4fd5e5fdf6e0a6ab4a0bf65f	defer	draft	review	review	-	review	review	not in this release: additions=60,deletions=5,files=2
pr-1189	tiann	5f949783ad2123d865d758a921681245683f899d	defer	merge-unknown	review	review	-	review	review	not in this release: additions=113,deletions=11,files=4
pr-1188	tiann	1f23f857e4173a25f969879ef139487ec1c9955e	defer	merge-unknown	review	review	-	review	review	not in this release: additions=60,deletions=0,files=2
pr-1163	heavygee	b662270feaa0329b4670f1e30629b803d31e9f56	defer	merge-unstable	review	review	-	review-huge	review	not in this release: additions=3149,deletions=76,files=59
pr-1158	techotaku39	b00e39794e707d3bdbd6ab1029b5a6576b3cf985	carry	ready	clear	clean	-	proportional	preserve	content already in v0.27.3.2 fork delta; copied into this release
pr-1157	techotaku39	b62788b053616a9b2f02b118116a917bec253be9	defer	draft	review	review	-	review	review	not in this release: additions=233,deletions=10,files=9
pr-1126	GoldenZqqq	31ce48080df1a62150e9fe7e0a86fde511ef3cc2	defer	merge-dirty	review	review	-	review	review	not in this release: additions=389,deletions=25,files=7
pr-1099	NPUlrk	91116cd9089107625d95ae2bc99fa615ef87d6a6	defer	merge-unknown	review	review	-	review	review	not in this release: additions=152,deletions=16,files=3
pr-1093	techotaku39	5d0f0d226cb48f036fcfb2d967bbacbc31092013	defer	ready	review	findings	-	review-large	review	not in this release; findings or status below ready: additions=1025,deletions=36,files=14
pr-1092	zulinliu	4427e6e08b2fed4429c793af2841f7f47fb70bac	defer	merge-unknown	review	review	-	review-huge	review	not in this release: additions=4590,deletions=359,files=41
pr-1091	zulinliu	0cf0d70310e9c58c5a41509793260a003822a9b4	drop	merge-dirty	review	-	-	review-huge	review	temporary exclusion per operator ruling 2026-08-13 (session model-picker grouping)
pr-1059	Arnie97	37deeeba5263ceb402429c069e911eac96eb406e	defer	merge-unknown	review	review	-	review	review	not in this release: additions=22,deletions=307,files=4
pr-1054	DullJZ	9cbe9b1fa24edec152bb610e0b1049930c723432	defer	merge-unknown	review	review	-	review	review	not in this release: additions=263,deletions=64,files=12
pr-987	heavygee	30a92beaf04227029f9c470afe1fea20e0bd5eaf	carry	ready	clear	clean	-	proportional	preserve	content already in v0.27.3.2 fork delta; copied into this release
pr-975	KorenKrita	344c6009b53e20829978e44367fa50b5870986fe	defer	merge-unknown	review	review	-	review-huge	review	not in this release: additions=4520,deletions=36,files=49
pr-955	swear01	f6a624251cb125182965dc343351c362035d071a	carry	merge-unknown	clear	clean	-	review-large	review	content in this release
pr-945	heavygee	41d772c1998872cbcd468aee7ec2fa12a3833eae	carry	ready	clear	clean	-	proportional	preserve	content already in v0.27.3.2 fork delta; copied into this release
pr-942	dzshzx	f1f93474f042381818f0d605b1d64b3fb42cb02b	defer	merge-unknown	review	review	-	review-huge	review	not in this release: additions=29927,deletions=1050,files=246
pr-906	swear01	d652eafdb885d5b2e09ff76461564f3f316b78e1	carry	merge-unknown	clear	clean	-	review-huge	review	content in this release
pr-847	heavygee	939a9d1e61853e6b3720852f7d902575a94fb8f2	carry	ready	clear	clean	-	proportional	preserve	content already in v0.27.3.2 fork delta; copied into this release
pr-769	junxin367	60c11607ce3bba734f38b6fcf87be07b32298683	defer	merge-unknown	review	review	-	review-huge	review	not in this release: additions=3322,deletions=19,files=52
pr-663	SpartaGeorge	5dbf6d406a6bb8507dc07598ba2aecc8cd98ee0f	defer	merge-unknown	review	review	-	review	review	not in this release: additions=619,deletions=76,files=15
pr-658	yrom	f7d8ca3ea0f8ae47245443ce2c0cfec612263e62	defer	merge-unknown	review	review	-	review	review	not in this release: additions=159,deletions=6,files=4
pr-553	wzxjohn	6e3da463f4fb213afc6a95d3005232e647f39ec6	defer	merge-dirty	review	review	-	review-large	review	not in this release: additions=1866,deletions=7,files=20
pr-536	dsus4wang	1de72788e93c6aae6511a5af8bb05bda631093c0	defer	merge-dirty	review	review	-	review-large	review	not in this release: additions=1754,deletions=11,files=38
pr-535	dsus4wang	abcf3a4bff8b685a70ceeb77008f4f217b43b67c	defer	merge-unknown	review	review	-	review	review	not in this release: additions=643,deletions=6,files=17
pr-518	duxiaoxiong	72cceea333addd3a8b39948b722750056433d39b	defer	draft	review	review	-	review-huge	review	not in this release: additions=8937,deletions=304,files=119
pr-490	tehao999	745acf545461ad7f8c615ebd178f3a15df869fb2	defer	draft	review	review	-	review-huge	review	not in this release: additions=113035,deletions=7945,files=719
pr-484	YiwenZhu77	641a01266de65d4944ec5c609a40c717cd41662a	defer	merge-unknown	review	review	-	review-large	review	not in this release: additions=1128,deletions=58,files=19
pr-394	koenzhao	fb5f201ec230e0b7abdc15dcf26483d67a56a1be	defer	merge-unknown	review	review	-	review	review	not in this release: additions=33,deletions=9,files=2
pr-325	MrHeB	c12df55ff52d2544ff40f313b702b24dc0732cf8	defer	merge-unknown	review	review	-	review-large	review	not in this release: additions=2186,deletions=7,files=18
pr-312	just4zeroq	572d489bbd359fe1ca9b4eb96a852804e42e69ac	defer	merge-dirty	review	review	-	review-large	review	not in this release: additions=2092,deletions=6,files=18
