upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-1212	hqhq1025	93d8678da8535c3a812e166f43961c1c4ff50f92	defer	merge-dirty	clear	missing	-	review-large	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=1224,deletions=7,files=21
pr-1193	mrrnb	dba0000a572fff4ed85550681d795fd009bd6a75	defer	draft	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=draft; additions=60,deletions=5,files=2
pr-1189	tiann	5f949783ad2123d865d758a921681245683f899d	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=113,deletions=11,files=4
pr-1188	tiann	1f23f857e4173a25f969879ef139487ec1c9955e	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=60,deletions=0,files=2
pr-1163	heavygee	1041274a52ef9969177bfe85379ab6ca33871d50	defer	draft	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=draft; additions=3200,deletions=1494,files=57
pr-1158	techotaku39	c8e679b1bdcae4915bfa10a6eb48258b90ef46a5	defer	merge-unstable	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-unstable; additions=173,deletions=9,files=4
pr-1157	techotaku39	a92cff49b39f2091d2c4a588ea94aef4855056ec	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=234,deletions=11,files=9
pr-1126	GoldenZqqq	31ce48080df1a62150e9fe7e0a86fde511ef3cc2	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=389,deletions=25,files=7
pr-1115	techotaku39	41a0afa43e093af68a892ef491eef1b0b5869798	defer	ready	clear	missing	-	review-large	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=ready; additions=573,deletions=38,files=30
pr-1108	heavygee	4af8ecaa111175cdb01dd68f37ddc10a46a8df74	defer	ready	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=ready; additions=9685,deletions=194,files=95
pr-1099	NPUlrk	91116cd9089107625d95ae2bc99fa615ef87d6a6	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=152,deletions=16,files=3
pr-1093	techotaku39	e0a3924f22b66a0dc10a314fb6c5e0ea95414e67	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=727,deletions=34,files=12
pr-1092	zulinliu	4427e6e08b2fed4429c793af2841f7f47fb70bac	defer	merge-dirty	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=4590,deletions=359,files=41
pr-1091	zulinliu	0cf0d70310e9c58c5a41509793260a003822a9b4	defer	merge-dirty	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=2731,deletions=93,files=66
pr-1059	Arnie97	37deeeba5263ceb402429c069e911eac96eb406e	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=22,deletions=307,files=4
pr-1054	DullJZ	9cbe9b1fa24edec152bb610e0b1049930c723432	defer	merge-unstable	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-unstable; additions=263,deletions=64,files=12
pr-987	heavygee	f8c46d9744f64970c0e772fbbf21363bf630e693	defer	ready	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=ready; additions=3786,deletions=161,files=41
pr-986	heavygee	01f7847e9ac0406cd11c002ec61e8d17de336639	carry	ready	clear	clean	01f7847e9ac0406cd11c002ec61e8d17de336639	proportional	accepted-change	ready+MERGEABLE; latest-head HAPI Bot Findings None on 01f7847e; Android share searchable picker previously carried
pr-975	KorenKrita	344c6009b53e20829978e44367fa50b5870986fe	defer	merge-dirty	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=4520,deletions=36,files=49
pr-958	heavygee	71ac698f24d12eddda5045b503c1067e4298793f	defer	ready	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=ready; additions=2871,deletions=201,files=61
pr-955	swear01	cd37fc60386cd61f342af8f603cbfb534c478883	carry	merge-dirty	clear	clean	cd37fc60386cd61f342af8f603cbfb534c478883	exception	accepted-change	personal-author auto-carry; CONFLICTING vs upstream/main; 1228/27 scope exception; latest-head bot clean
pr-945	heavygee	1728f4f6cdd03fef124e7e5601eb1938d89ad5e3	defer	ready	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=ready; additions=10830,deletions=1467,files=47
pr-942	dzshzx	f1f93474f042381818f0d605b1d64b3fb42cb02b	defer	merge-dirty	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=29927,deletions=1050,files=246
pr-906	swear01	d652eafdb885d5b2e09ff76461564f3f316b78e1	carry	merge-dirty	clear	findings	ea4f87e62feff57702474566b8b24aed1e1a7024	exception	accepted-change	personal-author auto-carry; CONFLICTING; 1594/44 scope exception; latest bot review stale vs head d652eafd and reported Major on older sha
pr-847	heavygee	314dd625aeee7cc56578fd485ae8a4af485b6311	defer	ready	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=ready; additions=3979,deletions=88,files=41
pr-769	junxin367	60c11607ce3bba734f38b6fcf87be07b32298683	defer	merge-dirty	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=3322,deletions=19,files=52
pr-663	SpartaGeorge	5dbf6d406a6bb8507dc07598ba2aecc8cd98ee0f	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=619,deletions=76,files=15
pr-658	yrom	f7d8ca3ea0f8ae47245443ce2c0cfec612263e62	defer	ready	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=ready; additions=159,deletions=6,files=4
pr-553	wzxjohn	6e3da463f4fb213afc6a95d3005232e647f39ec6	drop	ready	blocked	findings	-	review-large	unjustified-change	drop: maintainer tiann rejected WeCom channel; Server酱 already covered via #515
pr-536	dsus4wang	1de72788e93c6aae6511a5af8bb05bda631093c0	defer	merge-dirty	clear	missing	-	review-large	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=1754,deletions=11,files=38
pr-535	dsus4wang	abcf3a4bff8b685a70ceeb77008f4f217b43b67c	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=643,deletions=6,files=17
pr-518	duxiaoxiong	72cceea333addd3a8b39948b722750056433d39b	defer	draft	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=draft; additions=8937,deletions=304,files=119
pr-490	tehao999	745acf545461ad7f8c615ebd178f3a15df869fb2	defer	draft	clear	missing	-	review-huge	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=draft; additions=113035,deletions=7945,files=719
pr-484	YiwenZhu77	641a01266de65d4944ec5c609a40c717cd41662a	defer	merge-dirty	clear	missing	-	review-large	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=1128,deletions=58,files=19
pr-394	koenzhao	fb5f201ec230e0b7abdc15dcf26483d67a56a1be	defer	merge-dirty	clear	missing	-	proportional	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=33,deletions=9,files=2
pr-325	MrHeB	c12df55ff52d2544ff40f313b702b24dc0732cf8	defer	merge-dirty	clear	missing	-	review-large	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=2186,deletions=7,files=18
pr-312	just4zeroq	572d489bbd359fe1ca9b4eb96a852804e42e69ac	defer	merge-dirty	clear	missing	-	review-large	not-accepted	defer: not selected for v0.26.0.2 hotfix; status=merge-dirty; additions=2092,deletions=6,files=18
