upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-1725	heavygee	fa9a3dbaa757574260607dde3e09cfd78c833f83	review	merge-unknown	review	review	-	review	review	additions=192,deletions=7,files=5
pr-1722	techotaku39	694c7e0cefaad5baeeed3d01ba08b072ab186f2a	review	merge-unknown	review	review	-	review	review	additions=475,deletions=35,files=13
pr-1721	Zwanan-github	02840df43b4f07bbb8ce60ea55264199287dd295	review	merge-unknown	review	review	-	review	review	additions=167,deletions=17,files=9
pr-1720	techotaku39	3d7fdb1cada8c896a4104a77c57f4762778b9f94	review	merge-unknown	review	review	-	review	review	additions=140,deletions=9,files=10
pr-1718	heavygee	bbc8d25f05b4e082330ec772ae598748da277293	review	merge-unknown	review	review	-	review	review	additions=347,deletions=24,files=11
pr-1715	HongChenGG	4e45e84695b34ad8e1c87fe4068d9dc8840a99e9	review	ready	review	review	-	review-large	review	additions=1120,deletions=70,files=26
pr-1714	new-TonyWang	a227310e3e7438b5940089748367339d060536b1	review	merge-unknown	review	review	-	review-large	review	additions=745,deletions=25,files=40
pr-1713	techotaku39	f95fe0ad169cfd644c16448785bd3cde7ff46691	review	merge-unknown	review	review	-	review	review	additions=633,deletions=10,files=11
pr-1712	techotaku39	c3f917116144e753fa17cf239d900144fbca735c	review	merge-unknown	review	review	-	review-huge	review	additions=6254,deletions=9,files=41
pr-1711	techotaku39	9d197485474de77fddd8297e5e00a8a8c84110a5	review	merge-unknown	review	review	-	review	review	additions=485,deletions=21,files=14
pr-1708	KevinFun	73630bbd3f3058b3eca9f77df0fe392ca1c4940e	review	merge-unknown	review	review	-	review	review	additions=279,deletions=149,files=9
pr-1706	heavygee	26c1615ae754ddb16b43fdbae4850f90ea7d6d85	review	merge-unknown	review	review	-	review	review	additions=261,deletions=21,files=8
pr-1704	techotaku39	19c888c0d0664d1111937471c5a475954b57941f	review	merge-unknown	review	review	-	review	review	additions=256,deletions=20,files=14
pr-1702	techotaku39	af8667d9a94f1f0c112920bf2360c7d70e7e3496	review	merge-unknown	review	review	-	review-large	review	additions=603,deletions=46,files=23
pr-1695	techotaku39	de2f96ad729263a7ab2960773e35e42b2d819986	review	merge-unknown	review	review	-	review	review	additions=450,deletions=8,files=6
pr-1693	techotaku39	00e4e993c72e527e9e64ec4e55799e2efe5563ae	review	merge-unknown	review	review	-	review-huge	review	additions=3874,deletions=64,files=21
pr-1692	techotaku39	86f76fbfef9a37270238a63f999e144715d8353f	review	ready	review	review	-	review-huge	review	additions=2762,deletions=55,files=41
pr-1691	junmo-kim	8486600423596f0c7b9c84d8fde18cb571ba6053	review	merge-unknown	review	review	-	review-large	review	additions=1710,deletions=54,files=12
pr-1684	techotaku39	f2fdd906ff395453899030185cc027931f5a1e58	review	merge-unstable	review	review	-	review-huge	review	additions=6751,deletions=556,files=189
pr-1683	renqiancheng	08fa9726e8d0dce5a5a263987fb54cb2ce649d21	review	merge-unknown	review	review	-	review	review	additions=786,deletions=3,files=14
pr-1680	LinespottingPrivate	62a2218d4458559374e52302a2c6f0f2f76e578e	review	merge-unknown	review	review	-	review	review	additions=104,deletions=1,files=3
pr-1679	junmo-kim	4db160525bb65016758f333a6969d29888a5cc47	review	merge-unknown	review	review	-	review	review	additions=713,deletions=8,files=11
pr-1678	junmo-kim	c4c28624db1da06f27bee573d83201692ab7c778	review	merge-unknown	review	review	-	review	review	additions=43,deletions=2,files=2
pr-1677	junmo-kim	a832355bc2ea1aed9a703d38838282e7f40b29ea	review	merge-unknown	review	review	-	review-large	review	additions=2229,deletions=11,files=21
pr-1676	junmo-kim	aacc2580dea8e29397df88026fcfeac19545ae44	review	ready	review	review	-	review-large	review	additions=1110,deletions=263,files=7
pr-1675	rzsgsfm	a816ff9bc70cb0294e8c6fbde5a84bba19ba42c2	review	merge-unknown	review	review	-	review	review	additions=24,deletions=4,files=3
pr-1673	junmo-kim	f6c846ac2a002b236c94515902d04a5e881eb251	review	merge-unknown	review	review	-	review	review	additions=533,deletions=70,files=12
pr-1672	junmo-kim	8d6e67d2061e402728cc609ade172ff3d6af2985	review	merge-unknown	review	review	-	review	review	additions=240,deletions=43,files=16
pr-1668	junmo-kim	483b4467f597e5c1be1e30c3ea78356dc927b834	review	ready	review	review	-	review-large	review	additions=1196,deletions=17,files=21
pr-1666	techotaku39	e32370634d51ec93a8caf5d5ca278f0bba98eb73	review	merge-unknown	review	review	-	review	review	additions=105,deletions=16,files=4
pr-1665	techotaku39	7dd55a12888166b2197ddd349a620039768250db	review	merge-unknown	review	review	-	review	review	additions=208,deletions=63,files=7
pr-1664	yellowdog01	dac80dd1d94060889d786df9b9416216b07b0547	review	merge-unknown	review	review	-	review	review	additions=192,deletions=7,files=4
pr-1662	swear01	192a41353545b9ad70ce5150311d363bd6f74ffb	carry	merge-unknown	review	review	-	review-huge	review	additions=1802,deletions=228,files=53
pr-1660	techotaku39	bf182f8ced3ddeb4a474c9a86b2396dd0c472e56	review	merge-unknown	review	review	-	review	review	additions=129,deletions=13,files=11
pr-1659	techotaku39	6ac0a32204d47b14fe3815835de909c64f2d61c3	review	merge-unknown	review	review	-	review-large	review	additions=1027,deletions=13,files=13
pr-1658	techotaku39	6a86371be75cb5c4cc6989130a59802826d6bcce	review	merge-unknown	review	review	-	review	review	additions=69,deletions=1,files=3
pr-1657	techotaku39	410c2acd1a8c12a2b76712072f3034e7d912d84b	review	merge-unknown	review	review	-	review	review	additions=196,deletions=20,files=12
pr-1656	techotaku39	fb962536e280b94f643aeb66f9b0de8cf873eb72	review	merge-unknown	review	review	-	review	review	additions=175,deletions=31,files=3
pr-1644	junmo-kim	d608fb3d9d916ee943af2b7805c8ae94ee131ff3	review	merge-unknown	review	review	-	review	review	additions=920,deletions=58,files=10
pr-1642	junmo-kim	ccc098bf7bb5df49acc5e432a93fe132c4a06dcb	review	merge-unknown	review	review	-	review	review	additions=94,deletions=3,files=4
pr-1640	wu736139669	b86a3b6c16c90ab80636a99f07ae9ca58bc129a4	review	merge-dirty	review	review	-	review-large	review	additions=2583,deletions=23,files=40
pr-1637	techotaku39	19fc10fa6d59012cb95b030e2129abd0a2faec49	review	ready	review	review	-	review	review	additions=426,deletions=13,files=10
pr-1636	techotaku39	60db9468d95b5197cbc49984f022256057f25dbe	review	merge-unknown	review	review	-	review	review	additions=17,deletions=1,files=2
pr-1635	swear01	0ccf36f6df615e26f8a5cab1d5ca9861e0ba6b26	carry	merge-unknown	review	review	-	review	review	additions=126,deletions=14,files=17
pr-1629	Overbaker	a084ba83b531ec4436786d6f703e9ca7ff9b0fd5	review	merge-unknown	review	review	-	review	review	additions=199,deletions=18,files=4
pr-1625	techotaku39	9aa1668bc6f76e6d205b1f26e677902c2bec5f59	review	merge-unknown	review	review	-	review	review	additions=24,deletions=0,files=5
pr-1621	techotaku39	96fd48481c8a2da0a751ac758d5b4cb6bb0a531f	review	merge-unknown	review	review	-	review-large	review	additions=863,deletions=91,files=29
pr-1620	heavygee	9c756e0919d9c99c8a0589a50f328d88ed4c06cc	review	merge-unknown	review	review	-	review	review	additions=425,deletions=6,files=2
pr-1618	heavygee	5fa5696566c1831a6803d70b3d20ae0eb5ba8dcb	review	merge-unknown	review	review	-	review-huge	review	additions=1836,deletions=86,files=52
pr-1617	techotaku39	ea5ec5c3c1dc240dee87ab54282e4a47622ee3f0	review	merge-unknown	review	review	-	review	review	additions=14,deletions=14,files=4
pr-1616	techotaku39	455917d62f10cbc2034dc08de5b51ee957ee18ee	review	merge-unknown	review	review	-	review	review	additions=355,deletions=2,files=4
pr-1615	techotaku39	131aafd2e94680cfa1ec2baefe78281d4ccab0b2	review	merge-unknown	review	review	-	review	review	additions=754,deletions=16,files=17
pr-1614	MAOJIASONG	64770fb335544e95bbbc549c55e3d587b428d8d0	review	merge-unknown	review	review	-	review-large	review	additions=2789,deletions=268,files=19
pr-1613	heavygee	82caab248e7a20255eea0059432edd9f2a9af88f	review	merge-unknown	review	review	-	review-large	review	additions=1133,deletions=123,files=5
pr-1611	techotaku39	ea3348d5572a8e6cc89bc776c1d4b803f495307b	review	merge-unknown	review	review	-	review-huge	review	additions=9152,deletions=1634,files=71
pr-1607	swear01	f6cb2324fddb8bf3062faa6d077bcd0917311384	carry	merge-unknown	review	review	-	review-large	review	additions=1399,deletions=163,files=21
pr-1605	junmo-kim	b462bbac557540492af45de442a3ec0ac32d4f9c	review	merge-unknown	review	review	-	review-huge	review	additions=4651,deletions=215,files=56
pr-1604	techotaku39	c2090400400d7f720e0a26efdee1c33f00b3f58b	review	merge-unknown	review	review	-	review	review	additions=147,deletions=9,files=7
pr-1603	techotaku39	2fbdb4f1f4c5e89da4890e1244e9be93dd70bb71	review	merge-unknown	review	review	-	review	review	additions=28,deletions=7,files=4
pr-1599	techotaku39	fcf3df241de50481dd275c40220001cebefba11f	review	merge-unknown	review	review	-	review-large	review	additions=1225,deletions=320,files=29
pr-1598	techotaku39	f5ccde10d8be0f2c9f7337000334ce0bb7df2f81	review	merge-unknown	review	review	-	review-huge	review	additions=7413,deletions=292,files=79
pr-1597	swear01	263807f87ec00e4771447ba1590e7792d14421ef	carry	merge-unknown	review	review	-	review-large	review	additions=2417,deletions=47,files=29
pr-1592	techotaku39	67112915c48b949df6f2311d4de7cf040c1019aa	review	merge-unknown	review	review	-	review	review	additions=72,deletions=20,files=7
pr-1581	techotaku39	4a6d7c37b59807268e38b96cd098773bd761ae42	review	merge-unknown	review	review	-	review-large	review	additions=1468,deletions=91,files=21
pr-1567	3em0	aa7fdf0f5bfbacf811cf745409ae7aacb9c84bc3	review	merge-unknown	review	review	-	review-huge	review	additions=5522,deletions=207,files=101
pr-1564	heavygee	95cdcf19281cdd9b3c1b8d76a51631f7d18ee2eb	review	merge-unknown	review	review	-	review-huge	review	additions=3320,deletions=160,files=152
pr-1543	techotaku39	650ca3c40caba4941ed6cf894a4c9446b89c706f	review	merge-unknown	review	review	-	review	review	additions=343,deletions=8,files=10
pr-1542	swear01	f8953d241b82621f7f455fe05ba9f8a3929047bd	carry	merge-unknown	review	review	-	review-large	review	additions=1607,deletions=83,files=11
pr-1537	zj1123581321	693aed6e40beed850caeb65ac32fb4e6d68442d5	review	merge-unknown	review	review	-	review-large	review	additions=487,deletions=73,files=36
pr-1528	7bata	3517c527077d71033ec3782185ca4cf6d280d0f4	review	merge-unknown	review	review	-	review-large	review	additions=1701,deletions=7,files=9
pr-1527	7bata	597c28d6bcb5dd2fc8938197d60e5dea9d327821	review	merge-unknown	review	review	-	review-large	review	additions=1598,deletions=24,files=19
pr-1525	7bata	85e5ec888140097893bdf30dfe1b101145d2c54e	review	merge-unknown	review	review	-	review	review	additions=179,deletions=27,files=4
pr-1523	techotaku39	e4d26b1f1bb700cd7b2c89c390f1c54156a46359	review	merge-unknown	review	review	-	review-large	review	additions=1378,deletions=156,files=31
pr-1517	TimChesko	d9767f92f0beb3a245ed2329030126441676e8e0	review	merge-unknown	review	review	-	review-large	review	additions=1242,deletions=53,files=15
pr-1512	techotaku39	60fd0e2af4c08f1b76443d331d34b520aeae5dd2	review	merge-unknown	review	review	-	review-huge	review	additions=4216,deletions=283,files=101
pr-1511	heavygee	1fb2a7d17d96c1b76e1947d80a3d0c41840deef3	review	merge-unknown	review	review	-	review-huge	review	additions=3261,deletions=102,files=45
pr-1468	swear01	8f2d931d9ceb7573007df954276747338cd2a585	carry	merge-unknown	review	review	-	review-large	review	additions=1225,deletions=63,files=27
pr-1447	wu736139669	19daba6f54b3bc99d4645dd3be25cdc6d2be7b4b	review	merge-dirty	review	review	-	review	review	additions=150,deletions=27,files=8
pr-1443	wu736139669	1888de0e1e3fd9ae84001d49e56e8d607b4b67f8	review	merge-dirty	review	review	-	review	review	additions=567,deletions=45,files=8
pr-1436	swear01	0a7bbc3b81d44050a53c8aca788fd074b12f5c57	carry	merge-unknown	review	review	-	review-large	review	additions=2232,deletions=100,files=19
pr-1429	wu736139669	5d3f41bb10bb22e7186d1abc0fc45e5659be479d	review	merge-unknown	review	review	-	review-huge	review	additions=5591,deletions=127,files=40
pr-1424	heavygee	ee645693e139899808c20bf94f7e5bca1c94e52f	review	merge-unknown	review	review	-	review-huge	review	additions=7799,deletions=264,files=97
pr-1422	techotaku39	0d027bfbb3b1356d03e7856c78619c9e8627674e	review	merge-unknown	review	review	-	review	review	additions=205,deletions=17,files=8
pr-1419	swear01	cb64200637941ed429855a82ffcf2db977610416	carry	merge-unknown	review	review	-	review	review	additions=411,deletions=25,files=6
pr-1418	swear01	14104017aa3390de0fa7ac61cc49e68923ebd3d7	carry	merge-unknown	review	review	-	review-large	review	additions=456,deletions=30,files=25
pr-1414	techotaku39	ef5579e5fa2dedf0ceae7363b6a90b75f69cb703	review	merge-unknown	review	review	-	review	review	additions=215,deletions=3,files=2
pr-1361	Himehane	e1e7e8c3fbcfcdaaff872398c1d08758d3dcef0f	review	merge-unknown	review	review	-	review	review	additions=456,deletions=18,files=2
pr-1360	wu736139669	b9c9975ae1afa1455385fdd69509c3f8c169c728	review	merge-unknown	review	review	-	review-huge	review	additions=2496,deletions=84,files=42
pr-1351	yin1245	feb70174798df546512ebd9096768c94ddead945	review	merge-unknown	review	review	-	review-large	review	additions=913,deletions=28,files=22
pr-1309	techotaku39	01a98c4efd4ddcfb0b8278c936ddd346f7e30936	review	draft	review	review	-	review	review	additions=957,deletions=195,files=13
pr-1257	hqhq1025	6957978424f74209dca9295699137179282e80ad	review	merge-unknown	review	review	-	review	review	additions=287,deletions=9,files=2
pr-1242	hqhq1025	2c7a46f98f49a23e638f5188a6960ddc937cade3	review	merge-unknown	review	review	-	review	review	additions=326,deletions=64,files=11
pr-1212	hqhq1025	93d8678da8535c3a812e166f43961c1c4ff50f92	review	merge-unknown	review	review	-	review-large	review	additions=1224,deletions=7,files=21
pr-1193	mimoren	999f1d1170d382cc4fd5e5fdf6e0a6ab4a0bf65f	review	draft	review	review	-	review	review	additions=60,deletions=5,files=2
pr-1189	tiann	5f949783ad2123d865d758a921681245683f899d	review	merge-unknown	review	review	-	review	review	additions=113,deletions=11,files=4
pr-1188	tiann	1f23f857e4173a25f969879ef139487ec1c9955e	review	merge-unknown	review	review	-	review	review	additions=60,deletions=0,files=2
pr-1163	heavygee	cc784c50279f77d51932dbacd1a67499dd209d50	review	merge-unknown	review	review	-	review-huge	review	additions=4667,deletions=117,files=73
pr-1158	techotaku39	b00e39794e707d3bdbd6ab1029b5a6576b3cf985	review	merge-unknown	review	review	-	review	review	additions=173,deletions=9,files=4
pr-1126	GoldenZqqq	31ce48080df1a62150e9fe7e0a86fde511ef3cc2	review	merge-unknown	review	review	-	review	review	additions=389,deletions=25,files=7
pr-1099	NPUlrk	91116cd9089107625d95ae2bc99fa615ef87d6a6	review	merge-unknown	review	review	-	review	review	additions=152,deletions=16,files=3
pr-1093	techotaku39	14888e040dc6027a0e1b6132185379998d250bfb	review	merge-unknown	review	review	-	review-large	review	additions=1220,deletions=37,files=16
pr-1092	zulinliu	4427e6e08b2fed4429c793af2841f7f47fb70bac	review	merge-unknown	review	review	-	review-huge	review	additions=4590,deletions=359,files=41
pr-1091	zulinliu	0cf0d70310e9c58c5a41509793260a003822a9b4	review	merge-unknown	review	review	-	review-huge	review	additions=2731,deletions=93,files=66
pr-1059	Arnie97	37deeeba5263ceb402429c069e911eac96eb406e	review	merge-unknown	review	review	-	review	review	additions=22,deletions=307,files=4
pr-1054	DullJZ	9cbe9b1fa24edec152bb610e0b1049930c723432	review	merge-unknown	review	review	-	review	review	additions=263,deletions=64,files=12
pr-987	heavygee	797896437f2be20a724f97d46ae2dc22a15ac2e6	review	merge-unknown	review	review	-	review-huge	review	additions=8849,deletions=176,files=83
pr-975	KorenKrita	344c6009b53e20829978e44367fa50b5870986fe	review	merge-unknown	review	review	-	review-huge	review	additions=4520,deletions=36,files=49
pr-945	heavygee	80a1705bb869f5e92c2e1186fdffafc82cb1026c	review	merge-unknown	review	review	-	review-huge	review	additions=9156,deletions=41,files=40
pr-942	dzshzx	f1f93474f042381818f0d605b1d64b3fb42cb02b	review	merge-unknown	review	review	-	review-huge	review	additions=29927,deletions=1050,files=246
pr-847	heavygee	0739b887da32e1ebae32a512303023728b7ab5ce	review	merge-unknown	review	review	-	review-huge	review	additions=4536,deletions=91,files=41
pr-663	SpartaGeorge	5dbf6d406a6bb8507dc07598ba2aecc8cd98ee0f	review	merge-unknown	review	review	-	review	review	additions=619,deletions=76,files=15
pr-658	yrom	f7d8ca3ea0f8ae47245443ce2c0cfec612263e62	review	merge-unknown	review	review	-	review	review	additions=159,deletions=6,files=4
pr-553	wzxjohn	6e3da463f4fb213afc6a95d3005232e647f39ec6	review	merge-dirty	review	review	-	review-large	review	additions=1866,deletions=7,files=20
pr-536	dsus4wang	1de72788e93c6aae6511a5af8bb05bda631093c0	review	merge-unknown	review	review	-	review-large	review	additions=1754,deletions=11,files=38
pr-535	dsus4wang	abcf3a4bff8b685a70ceeb77008f4f217b43b67c	review	merge-unknown	review	review	-	review	review	additions=643,deletions=6,files=17
pr-518	duxiaoxiong	72cceea333addd3a8b39948b722750056433d39b	review	draft	review	review	-	review-huge	review	additions=8937,deletions=304,files=119
pr-490	tehao999	745acf545461ad7f8c615ebd178f3a15df869fb2	review	draft	review	review	-	review-huge	review	additions=113035,deletions=7945,files=719
pr-484	YiwenZhu77	641a01266de65d4944ec5c609a40c717cd41662a	review	merge-unknown	review	review	-	review-large	review	additions=1128,deletions=58,files=19
pr-394	koenzhao	fb5f201ec230e0b7abdc15dcf26483d67a56a1be	review	merge-unknown	review	review	-	review	review	additions=33,deletions=9,files=2
pr-325	MrHeB	c12df55ff52d2544ff40f313b702b24dc0732cf8	review	merge-unknown	review	review	-	review-large	review	additions=2186,deletions=7,files=18
pr-312	just4zeroq	572d489bbd359fe1ca9b4eb96a852804e42e69ac	review	merge-dirty	review	review	-	review-large	review	additions=2092,deletions=6,files=18
