upstream_ref	author	head_sha	decision	status	maintainer_signal	bot_verdict	bot_sha	scope	behavior	reason
pr-986	heavygee	3f74600d889ccef5e5ea90c8c217c578a2474885	carry	ready	clear	clean	3f74600d889ccef5e5ea90c8c217c578a2474885	proportional	accepted-change	linked bug/feature with focused tests; latest-head review inspected
pr-975	KorenKrita	344c6009b53e20829978e44367fa50b5870986fe	defer	merge-dirty	clear	missing	-	review-huge	not-accepted	defer: merge-dirty; latest head is not release-ready
pr-958	heavygee	5d6e89e7fcb4374e93e9c9388a98c5993ff1d1c6	defer	ready	clear	missing	-	review-huge	not-accepted	defer: 2774 additions/59 files and no latest-head clean bot verdict
pr-955	swear01	ac11c43639db1749fc9782657127d7b80f02b020	carry	merge-dirty	clear	clean	ac11c43639db1749fc9782657127d7b80f02b020	exception	accepted-change	personal-author auto-carry; manual scope map: project-group menu, guarded archive/delete persistence, SSE updates, and tests all serve issue #881
pr-947	heavygee	57a51d7ff298e284addcdcea27a79e3d4efafdb5	carry	ready	clear	clean	57a51d7ff298e284addcdcea27a79e3d4efafdb5	exception	accepted-change	manual scope map: 21 files cover current Cursor ACP catalog normalization, variant selection state, and focused tests for critical issue #1129
pr-945	heavygee	8efb6473a23456d2d1af41972c7f8b6d1cfebebc	defer	merge-dirty	clear	missing	-	review-huge	not-accepted	defer: 10122 additions/49 files and no latest-head clean bot verdict
pr-942	dzshzx	f1f93474f042381818f0d605b1d64b3fb42cb02b	drop	merge-dirty	clear	missing	-	review-huge	unjustified-change	drop: author/contributor discussion says this Claude-only import stack is superseded by PR #945
pr-912	nj-zhangrui-arvin	0c213d9a77c878c459f9a4c4f56e94504d2eb2ab	carry	ready	clear	clean	0c213d9a77c878c459f9a4c4f56e94504d2eb2ab	proportional	preserve	linked bug/feature with focused tests; latest-head review inspected
pr-906	swear01	97993295fdfa182ed80df9a51785f5b607ac1359	carry	merge-dirty	clear	clean	97993295fdfa182ed80df9a51785f5b607ac1359	exception	accepted-change	personal-author auto-carry; manual scope map: queue-row Steer spans Codex/Cursor dispatch, Hub protocol, Web state, and regression tests for issue #888
pr-897	heavygee	0e40a983ad1e0aca6ab4041d817b80e8e5af3f25	carry	ready	clear	clean	0e40a983ad1e0aca6ab4041d817b80e8e5af3f25	exception	preserve	manual scope map: schema, four Hub emit sites, Web SSE application, and regression tests close the O(N) refetch storm in issues #884/#895
pr-869	swear01	29e165a7a88ab3a6e34dfd11e3360a140a38cea7	carry	ready	clear	clean	29e165a7a88ab3a6e34dfd11e3360a140a38cea7	proportional	preserve	personal-author auto-carry; linked bug/feature with focused tests; latest-head review inspected
pr-847	heavygee	981276d5a821825981a7afe39d527491ae4e08b9	defer	merge-dirty	clear	clean	981276d5a821825981a7afe39d527491ae4e08b9	review-huge	not-accepted	defer: 3388 additions/40 files normally waits for official maintainer acceptance despite a clean bot review
pr-769	junxin367	60c11607ce3bba734f38b6fcf87be07b32298683	defer	merge-dirty	blocked	clean	60c11607ce3bba734f38b6fcf87be07b32298683	review-huge	not-accepted	defer: merge-dirty; latest head is not release-ready
pr-663	SpartaGeorge	5dbf6d406a6bb8507dc07598ba2aecc8cd98ee0f	defer	merge-dirty	clear	findings	5dbf6d406a6bb8507dc07598ba2aecc8cd98ee0f	proportional	not-accepted	defer: merge-dirty; latest head is not release-ready
pr-658	yrom	f7d8ca3ea0f8ae47245443ce2c0cfec612263e62	defer	ready	clear	findings	f7d8ca3ea0f8ae47245443ce2c0cfec612263e62	proportional	not-accepted	defer: latest-head HAPI Bot verdict is findings
pr-553	wzxjohn	803dd4c64db2be7056db421539627ca7f0430a19	drop	ready	blocked	findings	803dd4c64db2be7056db421539627ca7f0430a19	review-large	unjustified-change	drop: upstream maintainer explicitly rejected the WeCom channel because ServerChan is already supported; bot also reports a binding-scope Major
pr-536	dsus4wang	1de72788e93c6aae6511a5af8bb05bda631093c0	defer	merge-dirty	clear	findings	1de72788e93c6aae6511a5af8bb05bda631093c0	review-large	not-accepted	defer: merge-dirty; latest head is not release-ready
pr-535	dsus4wang	abcf3a4bff8b685a70ceeb77008f4f217b43b67c	defer	merge-dirty	clear	findings	abcf3a4bff8b685a70ceeb77008f4f217b43b67c	proportional	not-accepted	defer: merge-dirty; latest head is not release-ready
pr-518	duxiaoxiong	72cceea333addd3a8b39948b722750056433d39b	defer	draft	clear	missing	-	review-huge	not-accepted	defer: draft; latest head is not release-ready
pr-490	tehao999	745acf545461ad7f8c615ebd178f3a15df869fb2	defer	draft	clear	missing	-	review-huge	not-accepted	defer: draft; latest head is not release-ready
pr-484	YiwenZhu77	641a01266de65d4944ec5c609a40c717cd41662a	defer	merge-dirty	clear	findings	641a01266de65d4944ec5c609a40c717cd41662a	review-large	not-accepted	defer: merge-dirty; latest head is not release-ready
pr-394	koenzhao	fb5f201ec230e0b7abdc15dcf26483d67a56a1be	defer	merge-dirty	clear	findings	fb5f201ec230e0b7abdc15dcf26483d67a56a1be	proportional	not-accepted	defer: merge-dirty; latest head is not release-ready
pr-325	MrHeB	c12df55ff52d2544ff40f313b702b24dc0732cf8	drop	merge-dirty	clear	findings	c12df55ff52d2544ff40f313b702b24dc0732cf8	mismatch	unjustified-change	drop: Feishu implementation includes hard-coded credentials and missing bind-token validation
pr-312	just4zeroq	572d489bbd359fe1ca9b4eb96a852804e42e69ac	drop	merge-dirty	clear	findings	572d489bbd359fe1ca9b4eb96a852804e42e69ac	mismatch	unjustified-change	drop: Feishu implementation contains plaintext credentials (bot Blocker)
